location,district,area,bed,latitude,longitude,price,type
"Apartment 24, Cammock Purcell, Kilmainham, Dublin 8",8,68 m²,2 Bed,53.3414811,-6.2987634,"€ 275,000",Apartment
"Apartment 24, Discovery, Ashtown, Dublin 15",15,41 m²,1 Bed,53.34923,-6.28185,"€ 225,000",Apartment
"Apartment 24, Hyde Court, Dublin 2",2,67 m²,2 Bed,53.3454906,-6.25191,"€ 425,000",Apartment
"Apartment 24, Losset Hall, Belgard Square, Tallaght, Dublin 24",24,83 m²,2 Bed,53.2868718,-6.375345,"€ 220,000",Apartment
"Apartment 24, Milltown Hall, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",6,90 m²,2 Bed,53.3138087,-6.2500035,"€ 545,000",Apartment
"Apartment 24, Rialto Court, Rialto, Dublin 8",8,null,2 Bed,53.3379079,-6.2957063,"€ 250,000",Apartment
"Apartment 25, 61 Cork Street, Dublin 8",8,66 m²,1 Bed,53.3360533,-6.2883591,"€ 260,000",Apartment
"Apartment 25, Block B, The Courtyard, Dublin 1",1,46 m²,1 Bed,53.381275,-6.4031338,"€ 250,000",Apartment
"Apartment 25, Cranmer Place, Haddington Road, Sandymount, Dublin 4",4,76 m²,2 Bed,53.3374963,-6.2372438,"€ 525,000",Apartment
"Apartment 25, Forbes Quay Apartments, Dublin 2",2,80 m²,2 Bed,53.3455819,-6.2383244,"€ 550,000",Apartment
"Apartment 25, Norseman Court, Stoneybatter, Dublin 7",7,65 m²,1 Bed,53.351217,-6.2839951,"€ 275,000",Apartment
"Apartment 25, Southmede, Ballinteer Road, Dundrum, Dublin 14",14,72 m²,2 Bed,53.2859894,-6.2460934,"€ 450,000",Apartment
"Apartment 26, Alexander Court, Dublin 2",2,47 m²,1 Bed,53.341278,-6.246897,"€ 335,000",Apartment
"Apartment 26, Carlton Court, Saint Lawrence Road, Clontarf, Dublin 3",3,40 m²,1 Bed,53.3628796,-6.2159334,"€ 260,000",Apartment
"Apartment 26, Temple Court, Dublin 7",7,null,1 Bed,53.3511717,-6.2901683,"€ 200,000",Apartment
"Apartment 26, The Locks, Dublin 4",4,90 m²,3 Bed,53.32937,-6.2275049,"€ 550,000",Apartment
"Apartment 26, The Turnpike, Ballymun, Dublin 9",9,53 m²,1 Bed,53.3999101,-6.2646619,"€ 160,000",Apartment
"Apartment 26, Watermint Court, Royal Canal Park, Dublin 15",15,52 m²,1 Bed,53.3758842,-6.316818,"€ 229,000",Apartment
"Apartment 27, 52 Mountjoy Square South, Dublin 1",1,null,3 Bed,53.3555628,-6.2576408,"€ 275,000",Apartment
"Apartment 28, Alexander Walk, Adelaide Square, Dublin 8",8,66 m²,2 Bed,53.3399246,-6.2677826,"€ 425,000",Apartment
"Apartment 29, Kiltipper Gate, Kiltipper, Dublin 24",24,null,1 Bed,53.2696956,-6.3704185,"€ 125,000",Apartment
"Apartment 3, 4 Ardee Street, Dublin 8",8,75 m²,2 Bed,53.338999,-6.2795588,"€ 395,000",Apartment
"Apartment 3, Block A, The Malthouse, Dublin 8",8,60 m²,2 Bed,53.3633072,-6.2483973,"€ 279,000",Apartment
"Apartment 3, Block A, The Park, Rathmines, Dublin 6",6,83 m²,2 Bed,53.3230379,-6.2648596,"€ 425,000",Apartment
"Apartment 3, Brook House, Richmond Road, Fairview, Dublin 3",3,null,2 Bed,53.3643626,-6.2457369,"€ 285,000",Apartment
"Apartment 3, La Fanu House, 3B Raheen Park, Ballyfermot, Dublin 10",10,47 m²,1 Bed,53.3371071,-6.3608829,"€ 149,950",Apartment
"Apartment 3, The Stockyard, The Steelworks, Dublin 1",1,44 m²,1 Bed,53.3525906,-6.2505868,"€ 250,000",Apartment
"Apartment 30, 6 Usher's Quay, Dublin 8",8,53 m²,1 Bed,53.3453002,-6.2766878,"€ 205,000",Apartment
"Apartment 30, The Mill, Weaver's Square, Dublin 8",8,55 m²,2 Bed,53.3371748,-6.2814238,"€ 275,000",Apartment
"Apartment 31, 20 Christchurch Place, Dublin 8",8,39 m²,1 Bed,53.3429633,-6.2703329,"€ 245,000",Apartment
"Apartment 31, Tuansgate, Tallaght, Dublin 24",24,42 m²,1 Bed,53.288189,-6.370622,"€ 185,000",Apartment
"Apartment 316, The Old Chocolate Factory, Kilmainham Square, Kilmainham, Dublin 8",8,80 m²,2 Bed,53.3423374,-6.3094157,"€ 440,000",Apartment
"Apartment 318, Mother Teresa House, Loreto Abbey, Rathfarnham, Dublin 14",14,75 m²,2 Bed,53.2919774,-6.277892,"€ 365,000",Apartment
"Apartment 32, The Mill, Dublin 8",8,52 m²,2 Bed,53.2844744,-6.2930999,"€ 280,000",Apartment
"Apartment 32, The Warehouse, Dublin 8",8,167 m²,2 Bed,53.3356136,-6.274735,"€ 775,000",Duplex
"Apartment 32, Wellington Court, Dublin 7",7,69 m²,2 Bed,53.3507302,-6.2648869,"€ 290,000",Apartment
"Apartment 33, 55 Mountjoy Square West, Dublin 1",1,56 m²,2 Bed,53.3562528,-6.2585251,"€ 280,000",Apartment
"Apartment 33, The Bay, Dublin 4",4,58 m²,1 Bed,53.3137205,-6.2066579,"€ 325,000",Apartment
"Apartment 33, The Tallow Building, The Village Centre, Ashtown, Dublin 15",15,76 m²,2 Bed,53.3760904,-6.3323195,"€ 280,000",Apartment
"Apartment 34, Block A, The Bottle Works, Dublin 4",4,56 m²,2 Bed,53.3405071,-6.2262763,"€ 380,000",Apartment
"Apartment 34, Block A, The Courtyard, Dublin 1",1,73 m²,2 Bed,53.381275,-6.4031338,"€ 330,000",Apartment
"Apartment 34, Ha'penny Bridge House, Dublin 1",1,53 m²,2 Bed,53.3465173,-6.2656625,"€ 335,000",Apartment
"Apartment 34, Mayeston Square, Finglas, Dublin 11",11,43 m²,1 Bed,53.4066671,-6.2892184,"€ 165,000",Apartment
"Apartment 35, Bolton Square, Dublin 1",1,null,2 Bed,53.3524931,-6.2679116,"€ 195,000",Apartment
"Apartment 35, Manor Hall, Mount Brown, Kilmainham, Dublin 8",8,59 m²,2 Bed,53.3419884,-6.2961345,"€ 279,995",Apartment
"Apartment 36, Dodderbank, Milltown, Dublin 6",6,72 m²,2 Bed,53.3139246,-6.2406101,"€ 495,000",Apartment
"Apartment 36, Gandon Hall, Dublin 1",1,35 m²,1 Bed,53.3523183,-6.2551283,"€ 179,000",Apartment
"Apartment 36, Mayeston Square, Finglas, Dublin 11",11,null,1 Bed,53.4066671,-6.2892184,"€ 179,950",Apartment
"Apartment 37, 52 Mountjoy Square South, Dublin 1",1,69 m²,2 Bed,53.3555628,-6.2576408,"€ 285,000",Apartment
"Apartment 37, Amiens Square, Dublin 1",1,62 m²,2 Bed,53.3517665,-6.2500528,"€ 300,000",Apartment
"Apartment 37, Beaumont Hall, Beaumont, Dublin 9",9,null,1 Bed,53.3863404,-6.2291862,"€ 215,000",Apartment
"Apartment 37, Grange View Place, Clondalkin, Dublin 22",22,48 m²,2 Bed,53.3251618,-6.4273337,"€ 189,000",Apartment
"Apartment 37, The Cedar, Parkview, Stepaside, Dublin 18",18,118 m²,2 Bed,53.2592655,-6.2228474,"€ 579,000",Apartment
"Apartment 372, Bachelors Walk Apartments, Dublin 1",1,33 m²,1 Bed,53.347089,-6.2624144,"€ 270,000",Apartment
"Apartment 38, Crosbie's Yard, North Strand, Dublin 3",3,null,2 Bed,53.3554423,-6.241152,"€ 299,950",Apartment
"Apartment 38, EXCHANGE HALL, The Exchange, Tallaght, Dublin 24",24,60 m²,1 Bed,53.2894863,-6.3741367,"€ 225,000",Apartment
"Apartment 39, Baltrasna House, Dublin 1",1,68 m²,2 Bed,53.3494306,-6.2386257,"€ 390,000",Apartment
"Apartment 39, Henrietta Hall, Dublin 1",1,57 m²,2 Bed,53.3503186,-6.2688846,"€ 265,000",Apartment
"Apartment 39, Millers Hall, Christchurch, Dublin 8",8,58 m²,2 Bed,53.3431832,-6.280244,"€ 320,000",Apartment
"Apartment 39, The Alders, Carrington, Santry, Dublin 9",9,68 m²,2 Bed,53.4035285,-6.253208,"€ 260,000",Apartment
"Apartment 39, The Tolka, Prospect Hill, Finglas, Dublin 11",11,null,2 Bed,53.3804835,-6.2906337,"€ 249,000",Duplex
"Apartment 39, Wyckham Point, Dundrum, Dublin 14",14,68 m²,2 Bed,53.2820864,-6.2438042,"€ 395,000",Apartment
"Apartment 395, Block H, Dublin 1",1,78 m²,2 Bed,53.3491147,-6.2303112,"€ 360,000",Apartment
"Apartment 4, 29 Main Street, Clongriffin, Dublin 13",13,null,2 Bed,53.4024439,-6.1534153,"€ 240,000",Apartment
"Apartment 4, Charlston Heights, 20A Charleston Avenue, Ranelagh, Dublin 6",6,null,1 Bed,53.3222225,-6.2575343,"€ 262,000",Apartment
"Apartment 4, Gloucester Square, Dublin 1",1,89 m²,2 Bed,53.3527242,-6.2545305,"€ 295,000",Apartment
"Apartment 4, Moland House, 10A Talbot Street, Dublin 1",1,65 m²,2 Bed,53.3501291,-6.2579815,"€ 315,000",Apartment
"Apartment 4, Orchard Square, Clonskeagh, Dublin 14",14,null,1 Bed,53.3060883,-6.2395838,"€ 299,000",Apartment
"Apartment 4, Phoenix, Riverpark Apartments, Islandbridge, Dublin 8",8,45 m²,1 Bed,53.3483129,-6.3030824,"€ 250,000",Apartment
"Apartment 4, Windmill Park, Windmill Terrace, Clonsilla, Dublin 15",15,null,1 Bed,53.3214633,-6.3135461,"€ 200,000",Apartment
"Apartment 40, Block F the Windmill, Dublin 2",2,57 m²,2 Bed,53.2426968,-6.1391138,"€ 345,000",Apartment
"Apartment 40, Saint James's Court, Kilmainham, Dublin 8",8,62 m²,2 Bed,53.3444284,-6.3068674,"€ 285,000",Apartment
"Apartment 40, The Lansdowne Block, Pembroke Square, Dublin 4",4,66 m²,2 Bed,53.3384162,-6.237222,"€ 430,000",Apartment
"Apartment 40, Trinity Plaza, Dublin 2",2,60 m²,2 Bed,53.3457282,-6.2548402,"€ 390,000",Apartment
"Apartment 406, Beacon One, Sandyford, Dublin 18",18,74 m²,2 Bed,53.276225,-6.2207062,"€ 375,000",Apartment
"Apartment 407, The Distillery Building, Distillery Road, Drumcondra, Dublin 3",3,67 m²,2 Bed,53.3637698,-6.2487348,"€ 310,000",Apartment
"Apartment 41, 55 Mountjoy Square West, Dublin 1",1,85 m²,3 Bed,53.3562528,-6.2585251,"€ 360,000",Apartment
"Apartment 41, Saint Canice's Square, Church Street, Finglas, Dublin 11",11,94 m²,2 Bed,53.3875438,-6.3002592,"€ 245,000",Duplex
"Apartment 41, The Willow, Rockfield, Dundrum, Dublin 14",14,70 m²,2 Bed,53.2866263,-6.23668,"€ 385,000",Apartment
"Apartment 410, The Cubes 2, Beacon South Quarter, Sandyford, Dublin 18",18,63 m²,2 Bed,53.2776924,-6.2164468,"€ 310,000",Apartment
"Apartment 422, Olcovar, Shankill, Dublin 18",18,null,2 Bed,53.226494,-6.1265227,"€ 334,950",Apartment
"Apartment 427 The Cubes 8, Beacon South Quarter, Sandyford, Dublin 18",18,78 m²,2 Bed,53.2775738,-6.2151242,"€ 395,000",Apartment
"Apartment 427, The Old Chocolate Factory, Kilmainham Square, Kilmainham, Dublin 8",8,68 m²,2 Bed,53.3423374,-6.3094157,"€ 370,000",Apartment
"Apartment 43, Gloucester Square, Dublin 1",1,93 m²,2 Bed,53.3527242,-6.2545305,"€ 350,000",Apartment
"Apartment 43, Phoenix, Riverpark Apartments, Islandbridge, Dublin 8",8,58 m²,2 Bed,53.3483129,-6.3030824,"€ 345,000",Apartment
"Apartment 44, 1 Jervis Street, Dublin 1",1,60 m²,2 Bed,53.3499554,-6.267168,"€ 335,000",Apartment
"Apartment 44, Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",15,93 m²,2 Bed,53.3727231,-6.3360501,"€ 397,500",Apartment
"Apartment 44, The Clayton, The Gasworks, Dublin 4",4,75 m²,2 Bed,53.3392691,-6.2346876,"€ 475,000",Apartment
"Apartment 45, Beaumont Court, Beaumont, Dublin 9",9,40 m²,1 Bed,53.3813289,-6.2384795,"€ 199,950",Apartment
"Apartment 45, Block B, Castle Gate Apartments, Christchurch, Dublin 8",8,36 m²,1 Bed,53.3435916,-6.268463,"€ 285,000",Apartment
"Apartment 45, Hillview, Mount Talbot, Monastery Road, Clondalkin, Dublin 22",22,50 m²,1 Bed,53.3187531,-6.3717069,"€ 195,000",Apartment
"Apartment 45, The Alders, Carrington, Santry, Dublin 9",9,70 m²,2 Bed,53.4035285,-6.253208,"€ 270,000",Apartment
"Apartment 47, Block B, The Courtyard, Dublin 1",1,91 m²,2 Bed,53.381275,-6.4031338,"€ 370,000",Apartment
"Apartment 48, Block C, The Moorings, Dublin 4",4,76 m²,2 Bed,53.3484593,-6.3466722,"€ 375,000",Apartment
"Apartment 49, Block E2, Smithfield, Dublin 1",1,90 m²,2 Bed,53.3496954,-6.2775248,"€ 450,000",Apartment
"Apartment 49, Shelbourne Village, Ringsend, Dublin 4",4,66 m²,2 Bed,53.3418769,-6.2353345,"€ 370,000",Apartment
"Apartment 5, Block C, The Moorings, Dublin 4",4,60 m²,2 Bed,53.3484593,-6.3466722,"€ 395,000",Apartment
"Apartment 5, Cedar Hall, Millbrook Court, Milltown, Dublin 6",6,90 m²,2 Bed,53.317053,-6.243859,"€ 475,000",Apartment
"Apartment 5, Heather Court, Stepaside Park, Stepaside, Dublin 18",18,56 m²,1 Bed,53.2535551,-6.2071318,"€ 245,000",Apartment
"Apartment 5, Orchard Square, Clonskeagh, Dublin 14",14,45 m²,1 Bed,53.3060883,-6.2395838,"€ 285,000",Apartment
"Apartment 5, Portobello Dock, Dublin 8",8,68 m²,2 Bed,53.3298941,-6.2747896,"€ 375,000",Apartment
"Apartment 5, Rosebank View, Ninth Lock Road, Clondalkin, Dublin 22",22,67 m²,2 Bed,53.3283213,-6.3945288,"€ 189,950",Apartment
"Apartment 5, The Pines, Rathfarnham, Dublin 14",14,70 m²,2 Bed,53.2957819,-6.259299,"€ 325,000",Apartment
"Apartment 50, Temple Gardens, Northwood, Santry, Dublin 9",9,null,2 Bed,53.4040986,-6.2528552,"€ 259,950",Apartment
"Apartment 50, The Strand, 149 North Strand Road, North Strand, Dublin 3",3,70 m²,2 Bed,53.3571354,-6.242997,"€ 310,000",Apartment
"Apartment 509 The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",18,62 m²,2 Bed,53.2768805,-6.2169303,"€ 345,000",Apartment
"Apartment 51, Grand Canal Wharf, Ringsend, Dublin 4",4,65 m²,2 Bed,53.3422883,-6.23157,"€ 425,000",Apartment
"Apartment 51, Rathmines Town Centre, Rathmines, Dublin 6",6,42 m²,1 Bed,53.3253586,-6.2646187,"€ 270,000",Apartment
"Apartment 51, The Steeples, Chapelizod, Dublin 20",20,62 m²,2 Bed,53.3432961,-6.3388751,"€ 235,000",Apartment
"Apartment 510, Longboat Quay North Apartments, Dublin 2",2,55 m²,1 Bed,53.3454014,-6.2361096,"€ 365,000",Apartment
"Apartment 53, Clearstream Court, McKee Avenue, Finglas, Dublin 11",11,66 m²,2 Bed,53.3926796,-6.3001684,"€ 219,000",Apartment
"Apartment 53, Liberty Corner, Dublin 1",1,67 m²,2 Bed,53.3516048,-6.2532046,"€ 340,000",Apartment
"Apartment 54, Block C1, Geraldstown Woods, Santry, Dublin 9",9,68 m²,2 Bed,53.4010239,-6.2605654,"€ 199,950",Apartment
"Apartment 54, Cloonlara Square, Phoenix Park Racecourse, Castleknock, Dublin 15",15,90 m²,3 Bed,53.3733658,-6.3375763,"€ 380,000",Apartment
"Apartment 54, Shackleton House, Archerswood, Clonee, Dublin 15",15,null,2 Bed,53.403249,-6.409192,"€ 275,000",Apartment
"Apartment 55, The Oaks, Dundrum, Dublin 14",14,77 m²,2 Bed,53.2941748,-6.2488594,"€ 400,000",Apartment
"Apartment 55, The Red Mill, Dublin 7",7,null,2 Bed,53.3504138,-6.2780647,"€ 275,000",Apartment
"Apartment 56, Block C, Belmont Hall, Dublin 1",1,52 m²,2 Bed,53.354547,-6.257385,"€ 250,000",Apartment
"Apartment 56, Hyde Court, Dublin 2",2,45 m²,1 Bed,53.3454906,-6.25191,"€ 287,500",Apartment
"Apartment 56, Pakenham House, IFSC, Dublin 1",1,103 m²,3 Bed,53.3499642,-6.2377106,"€ 525,000",Apartment
"Apartment 56, Tenterfields, Dublin 8",8,59 m²,1 Bed,53.336216,-6.2819815,"€ 260,000",Apartment
"Apartment 56, Westland Square, Dublin 2",2,null,2 Bed,53.3426932,-6.2493808,"€ 320,000",Apartment
"Apartment 57, The Concert, Park West, Dublin 12",12,100 m²,3 Bed,53.3339118,-6.3776249,"€ 275,000",Apartment
"Apartment 57, The Tramyard, Inchicore, Dublin 8",8,55 m²,2 Bed,53.3344828,-6.2907464,"€ 225,000",Apartment
"Apartment 58, Rialto Court, Rialto, Dublin 8",8,37 m²,1 Bed,53.3379079,-6.2957063,"€ 215,000",Apartment
"Apartment 59, The Lighthouse, Church Road, East Wall, Dublin 3",3,null,2 Bed,53.3567599,-6.2340425,"€ 340,000",Apartment
"Apartment 59, Weavers, West Gate, Christchurch, Dublin 8",8,47 m²,1 Bed,53.3437372,-6.2765562,"€ 270,000",Apartment
"Apartment 6, 12-13 Ranelagh Court, Ranelagh Road, Ranelagh, Dublin 6",6,null,1 Bed,53.3297554,-6.2594869,"€ 289,000",Apartment
"Apartment 6, 55/56 Francis Street, Dublin 8",8,60 m²,2 Bed,53.34033,-6.2739807,"€ 265,000",Apartment
"Apartment 6, Block 9, Donaghmede, Dublin 13",13,null,2 Bed,53.3928355,-6.1569623,"€ 255,000",Apartment
"Apartment 6, Block A, Smithfield, Dublin 1",1,null,3 Bed,53.3496954,-6.2775248,"€ 469,950",Apartment
"Apartment 6, Cedar Grove, Knocklyon, Dublin 16",16,121 m²,3 Bed,53.2798603,-6.278982,"€ 460,000",Apartment
"Apartment 6, Salem House, Salem Court, Rathgar, Dublin 6",6,55 m²,1 Bed,53.3180615,-6.2663742,"€ 270,000",Apartment
"Apartment 6, The Ash, Parkview, Stepaside, Dublin 18",18,null,2 Bed,53.2597904,-6.2230662,"€ 309,950",Apartment
"Apartment 6, The Beeches, Clonshaugh, Dublin 17",17,53 m²,2 Bed,53.3886539,-6.2454116,"€ 225,000",Apartment
"Apartment 6, The Bookend Apartments, Temple Bar, Dublin 2",2,53 m²,1 Bed,53.3451704,-6.2684244,"€ 299,000",Apartment
"Apartment 6, The Copse, Woodpark, Ballinteer, Dublin 16",16,65 m²,2 Bed,53.2719261,-6.2506075,"€ 310,000",Apartment
"Apartment 6, The Ramparts, Cabinteely, Dublin 18",18,57 m²,2 Bed,53.2504298,-6.1439227,"€ 275,000",Apartment
"Apartment 61, 20 Christchurch Place, Christchurch, Dublin 8",8,45 m²,1 Bed,53.3429633,-6.2703329,"€ 260,000",Apartment
"Apartment 61, Horizon Building, Royal Canal Park, Ashtown, Dublin 15",15,86 m²,3 Bed,53.3774677,-6.3112813,"€ 320,000",Apartment
"Apartment 62, Finnegan House, Viking Harbour Apartments, Dublin 8",8,32 m²,1 Bed,53.34639,-6.2826699,"€ 200,000",Apartment
"Apartment 62, Pakenham House, IFSC, Dublin 1",1,96 m²,3 Bed,53.350042,-6.237672,"€ 495,000",Apartment
"Apartment 64, Rathborne Court, Rathborne Drive, Ashtown, Dublin 15",15,79 m²,2 Bed,53.375761,-6.3253168,"€ 330,000",Apartment
"Apartment 65, Shelbourne Village, Ringsend, Dublin 4",4,60 m²,2 Bed,53.3418769,-6.2353345,"€ 345,000",Apartment
"Apartment 65, The Iona, Prospect Hill, Finglas, Dublin 11",11,null,1 Bed,53.3804835,-6.2906337,"€ 225,000",Apartment
"Apartment 66, Mayeston Court, Finglas, Dublin 11",11,72 m²,2 Bed,53.4066671,-6.2892184,"€ 230,000",Apartment
"Apartment 66, The Lighthouse, Church Road, East Wall, Dublin 3",3,187 m²,2 Bed,53.3567599,-6.2340425,"€ 900,000",Apartment
"Apartment 68, La Rochelle, Christchurch, Dublin 8",8,42 m²,1 Bed,53.3429814,-6.2748884,"€ 225,000",Apartment
"Apartment 68, Westland Square, Dublin 2",2,72 m²,2 Bed,53.3426932,-6.2493808,"€ 390,000",Apartment
"Apartment 69, Alen Hall, Belgard Square, Tallaght, Dublin 24",24,54 m²,1 Bed,53.2868718,-6.375345,"€ 172,500",Apartment
"Apartment 69, Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",15,85 m²,2 Bed,53.3722827,-6.3356878,"€ 365,000",Apartment
"Apartment 7, 1 Railway Road, Clongriffin, Dublin 13",13,null,1 Bed,53.4021627,-6.1514953,"€ 190,000",Apartment
"Apartment 7, Block 1, Parklands, Santry, Dublin 9",9,89 m²,3 Bed,53.4064144,-6.2503668,"€ 279,950",Apartment
"Apartment 7, Curragh Hall Wood, Curragh Hall Crescent, Tyrrelstown, Dublin 15",15,62 m²,2 Bed,53.4165704,-6.3880096,"€ 199,000",Apartment
"Apartment 7, Daroge, Rathmines, Dublin 6",6,46 m²,1 Bed,53.3194832,-6.2624344,"€ 285,000",Apartment
"Apartment 7, Georges Quay Apartments, Dublin 2",2,46 m²,1 Bed,53.3473666,-6.2554648,"€ 275,000",Apartment
"Apartment 7, Hogan View, 185/187 Richmond Road, Drumcondra, Dublin 3",3,55 m²,1 Bed,53.3653794,-6.2456143,"€ 245,000",Apartment
"Apartment 7, Hollybrook Manor, Clontarf, Dublin 3",3,null,2 Bed,53.3663997,-6.2183296,"€ 330,000",Apartment
"Apartment 7, Maple Hall, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",6,80 m²,2 Bed,53.3120818,-6.2481127,"€ 490,000",Apartment
"Apartment 7, Temple Hall, Dublin 1",1,null,2 Bed,53.3539705,-6.258234,"€ 285,000",Apartment
"Apartment 7, Windmill Lodge, Windmill Road, Crumlin, Dublin 12",12,null,2 Bed,53.3212487,-6.315755,"€ 274,950",Apartment
"Apartment 70, Forbes Quay Apartments, Dublin 2",2,70 m²,2 Bed,53.3455819,-6.2383244,"€ 520,000",Apartment
"Apartment 70, The Hardwicke, Dublin 7",7,null,1 Bed,53.3513034,-6.2749225,"€ 199,000",Apartment
"Apartment 710, Longboat Quay North Apartments, Grand Canal Dock, Dublin 2",2,75 m²,2 Bed,53.3454014,-6.2361096,"€ 495,000",Apartment
"Apartment 72, Mayeston Square, Finglas, Dublin 11",11,null,2 Bed,53.4066671,-6.2892184,"€ 249,950",Apartment
"Apartment 73, Finnegan House, Viking Harbour Apartments, Dublin 8",8,48 m²,2 Bed,53.34639,-6.2826699,"€ 265,000",Apartment
"Apartment 73, Pakenham House, Dublin 1",1,85 m²,2 Bed,53.3494306,-6.2386257,"€ 450,000",Apartment
"Apartment 73, Rialto Court, Rialto, Dublin 8",8,null,1 Bed,53.3379079,-6.2957063,"€ 195,000",Apartment
"Apartment 73, The Moyle, Prospect Hill, Finglas, Dublin 11",11,null,2 Bed,53.3813276,-6.2905908,"€ 234,950",Apartment
"Apartment 74 Southmede, Dundrum, Dublin 14",14,75 m²,2 Bed,53.2832873,-6.2444957,"€ 499,000",Apartment
"Apartment 74, Hanover Riverside, Dublin 2",2,84 m²,2 Bed,53.3455577,-6.2378696,"€ 625,000",Apartment
"Apartment 75, West Courtyard, Tullyvale, Cabinteely, Dublin 18",18,100 m²,3 Bed,53.248513,-6.1470494,"€ 385,000",Apartment
"Apartment 76, Exchange Hall, The Exchange, Tallaght, Dublin 24",24,42 m²,1 Bed,53.2894863,-6.3741367,"€ 185,000",Apartment
"Apartment 77, Block B, Smithfield, Dublin 1",1,68 m²,2 Bed,53.3496954,-6.2775248,"€ 395,000",Apartment
"Apartment 77, Southmede, Ballinteer Road, Dundrum, Dublin 14",14,74 m²,2 Bed,53.2859894,-6.2460934,"€ 475,000",Apartment
"Apartment 78, Temple Gardens, Santry, Dublin 9",9,null,2 Bed,53.4053354,-6.2473062,"€ 274,950",Apartment
"Apartment 8, 61 Cork Street, Dublin 8",8,null,1 Bed,53.3360533,-6.2883591,"€ 259,950",Apartment
"Apartment 8, Curragh Hall House, Curragh Hall Crescent, Tyrrelstown, Dublin 15",15,42 m²,1 Bed,53.4167808,-6.3877821,"€ 160,000",Apartment
"Apartment 8, Herbert House, 22 Pembroke Road, Ballsbridge, Dublin 4",4,75 m²,2 Bed,53.3321185,-6.2356748,"€ 640,000",Duplex
"Apartment 8, Kirkwood, Park Avenue, Sandymount, Dublin 4",4,60 m²,2 Bed,53.3273806,-6.2160547,"€ 395,000",Apartment
"Apartment 8, The Clayton, The Gasworks, Dublin 4",4,61 m²,2 Bed,53.3392691,-6.2346876,"€ 420,000",Apartment
"Apartment 80, The Northumberlands, Dublin 2",2,47 m²,2 Bed,53.4070785,-6.2883008,"€ 350,000",Apartment
"Apartment 80, Thornfield Square, Clondalkin, Dublin 22",22,107 m²,3 Bed,53.3183067,-6.3741135,"€ 250,000",Duplex
"Apartment 80, Westland Square, Dublin 2",2,38 m²,1 Bed,53.3426932,-6.2493808,"€ 265,000",Apartment
"Apartment 82, Southmede, Ballinteer Road, Dundrum, Dublin 14",14,72 m²,2 Bed,53.2859894,-6.2460934,"€ 475,000",Apartment
"Apartment 82, The William Bligh, The Gasworks, Dublin 4",4,50 m²,1 Bed,53.3388992,-6.2352478,"€ 360,000",Apartment
